CustomerID,Gender,Age,Tenure,Contract Type,Monthly Charges,Total Charges,Internet Service,Payment Method,Churn
C46479,Female,25,45,Yearly,132,5932,Cable,Bank Transfer,No
C46480,Female,54,32,Monthly,115,3685,Wireless,Bank Transfer,No
C46481,Female,18,43,Monthly,50,2130,Wireless,Credit Card,No
C46482,Female,22,57,Yearly,64,3650,Fiber,Debit Card,No
C46483,Female,43,13,Monthly,93,1202,DSL,Bank Transfer,No
C46484,Male,58,39,Quarterly,109,4238,DSL,Cash,No
C46485,Male,27,24,Yearly,66,1570,DSL,Debit Card,No
C46486,Female,74,10,Monthly,117,1176,Fiber,Debit Card,Yes
C46487,Female,70,69,Monthly,70,4837,Wireless,Cash,No
C46488,Male,60,59,Monthly,54,3201,Wireless,Cash,No
C46489,Male,69,31,Monthly,55,1716,Fiber,Credit Card,No
C46490,Male,66,52,Monthly,129,6690,Fiber,UPI,No
C46491,Male,48,45,Monthly,128,5769,Cable,Cash,No
C46492,Male,19,61,Monthly,81,4928,Wireless,Cash,No
C46493,Male,44,38,Quarterly,83,3138,DSL,UPI,No
C46494,Male,33,20,Monthly,58,1153,DSL,Bank Transfer,No
C46495,Male,33,71,Yearly,79,5608,DSL,Bank Transfer,No
C46496,Female,39,69,Quarterly,41,2817,Fiber,Credit Card,No
C46497,Male,18,47,Quarterly,130,6112,Cable,Debit Card,Yes
C46498,Female,27,59,Monthly,42,2475,Wireless,Debit Card,Yes
C46499,Male,30,35,Monthly,61,2131,Cable,Cash,No
C46500,Female,39,50,Yearly,75,3766,Cable,Bank Transfer,No
C46501,Female,20,2,Monthly,65,123,Cable,Credit Card,Yes
C46502,Male,39,18,Yearly,36,655,DSL,Credit Card,No
C46503,Female,68,49,Monthly,140,6877,Wireless,UPI,Yes
C46504,Male,58,23,Monthly,107,2465,DSL,Cash,Yes
C46505,Male,35,28,Monthly,85,2380,DSL,UPI,No
C46506,Female,46,48,Monthly,134,6432,Cable,Debit Card,No
C46507,Male,67,34,Yearly,108,3659,DSL,Debit Card,No
C46508,Female,46,64,Monthly,131,8402,Cable,Credit Card,Yes
C46509,Male,42,65,Quarterly,131,8497,DSL,Credit Card,No
C46510,Female,18,57,Quarterly,124,7075,Fiber,Debit Card,Yes
C46511,Male,18,69,Monthly,82,5672,DSL,UPI,No
C46512,Female,39,6,Quarterly,96,560,DSL,Cash,No
C46513,Male,34,15,Quarterly,138,2058,Fiber,Debit Card,Yes
C46514,Female,50,23,Monthly,145,3324,DSL,UPI,Yes
C46515,Female,19,3,Yearly,57,189,Wireless,Bank Transfer,Yes
C46516,Male,68,5,Quarterly,59,308,Fiber,Debit Card,No
C46517,Male,75,41,Yearly,83,3395,Wireless,Debit Card,No
C46518,Male,18,64,Monthly,149,9536,Wireless,Debit Card,Yes
C46519,Female,28,17,Monthly,100,1706,Cable,UPI,No
C46520,Female,26,50,Monthly,36,1820,Wireless,UPI,Yes
C46521,Female,69,19,Yearly,133,2517,DSL,Bank Transfer,No
C46522,Male,43,7,Yearly,133,948,Wireless,Debit Card,No
C46523,Female,37,27,Yearly,47,1258,Cable,Debit Card,No
C46524,Male,58,14,Yearly,103,1431,Fiber,UPI,No
C46525,Female,59,38,Yearly,125,4764,Cable,Debit Card,No
C46526,Male,72,44,Monthly,109,4813,Wireless,Debit Card,No
C46527,Female,37,51,Monthly,145,7381,Fiber,Bank Transfer,No
C46528,Male,51,19,Yearly,43,804,Cable,UPI,Yes
C46529,Male,33,9,Yearly,42,397,Wireless,Bank Transfer,No
C46530,Female,60,44,Yearly,112,4917,DSL,Debit Card,No
C46531,Female,46,33,Quarterly,121,3997,Fiber,UPI,No
C46532,Female,31,56,Monthly,102,5713,Wireless,Bank Transfer,No
C46533,Male,25,36,Monthly,55,1980,DSL,Credit Card,No
C46534,Male,61,60,Monthly,128,7680,Cable,Debit Card,No
C46535,Female,49,11,Quarterly,97,1049,Cable,Debit Card,No
C46536,Female,61,4,Quarterly,83,344,DSL,UPI,No
C46537,Female,59,13,Monthly,83,1073,Wireless,Bank Transfer,No
C46538,Male,54,31,Quarterly,34,1044,DSL,UPI,No
C46539,Male,30,49,Monthly,54,2656,DSL,UPI,Yes
C46540,Male,52,26,Quarterly,79,2045,DSL,Debit Card,No
C46541,Female,55,50,Monthly,85,4256,DSL,Bank Transfer,Yes
C46542,Female,64,34,Monthly,81,2757,DSL,Bank Transfer,No
C46543,Female,44,59,Yearly,149,8801,DSL,Debit Card,No
C46544,Male,34,23,Yearly,150,3438,Fiber,UPI,Yes
C46545,Male,68,18,Quarterly,68,1234,DSL,Bank Transfer,No
C46546,Female,33,64,Monthly,51,3268,Fiber,Credit Card,Yes
C46547,Male,66,15,Yearly,38,584,DSL,Cash,No
C46548,Male,74,50,Monthly,120,5985,Cable,Cash,No
C46549,Female,50,40,Monthly,103,4126,DSL,Debit Card,No
C46550,Male,70,4,Monthly,70,272,Wireless,Cash,No
C46551,Female,50,24,Yearly,79,1887,Fiber,Bank Transfer,No
C46552,Female,19,31,Yearly,150,4669,Cable,Credit Card,No
C46553,Female,27,62,Quarterly,74,4573,Cable,Debit Card,No
C46554,Male,41,15,Quarterly,65,955,Wireless,UPI,No
C46555,Male,33,29,Quarterly,32,934,Fiber,UPI,No
C46556,Female,26,42,Yearly,52,2183,Wireless,Debit Card,No
C46557,Female,50,30,Quarterly,111,3311,Fiber,Cash,No
C46558,Female,56,67,Monthly,102,6852,Wireless,Cash,No
C46559,Male,35,22,Yearly,30,678,Wireless,UPI,No
C46560,Male,70,54,Yearly,123,6634,DSL,Bank Transfer,No
C46561,Male,56,41,Quarterly,150,6168,Fiber,Debit Card,No
C46562,Female,50,33,Monthly,45,1472,Cable,Debit Card,Yes
C46563,Female,32,68,Yearly,67,4547,Cable,Credit Card,Yes
C46564,Female,66,31,Monthly,68,2127,Wireless,Credit Card,No
C46565,Female,24,46,Monthly,45,2065,DSL,Bank Transfer,No
C46566,Female,58,64,Monthly,136,8701,Wireless,Credit Card,No
C46567,Female,23,39,Monthly,102,3966,DSL,Bank Transfer,Yes
C46568,Female,61,4,Yearly,116,479,Cable,Bank Transfer,No
C46569,Female,64,31,Monthly,59,1830,Cable,UPI,Yes
C46570,Female,55,43,Yearly,113,4851,DSL,Bank Transfer,No
C46571,Female,31,55,Quarterly,83,4548,Cable,Credit Card,No
C46572,Female,36,26,Monthly,34,880,Wireless,Bank Transfer,No
C46573,Female,38,41,Monthly,134,5490,Fiber,Credit Card,No
C46574,Female,68,20,Quarterly,97,1940,Wireless,Bank Transfer,No
C46575,Female,48,39,Monthly,66,2585,Cable,Cash,No
C46576,Female,45,30,Yearly,101,3015,Fiber,Debit Card,No
C46577,Female,68,19,Quarterly,110,2081,Fiber,Debit Card,No
C46578,Male,46,41,Monthly,77,3160,Fiber,Credit Card,No
C46579,Female,59,39,Quarterly,32,1268,Fiber,Debit Card,No
C46580,Male,53,33,Quarterly,115,3809,Cable,Debit Card,No
C46581,Female,37,47,Yearly,130,6129,Cable,Bank Transfer,No
C46582,Female,51,9,Monthly,50,461,DSL,UPI,No
C46583,Female,22,70,Monthly,95,6651,Wireless,Bank Transfer,Yes
C46584,Male,62,63,Monthly,134,8440,Wireless,Debit Card,Yes
C46585,Male,41,32,Monthly,85,2737,Cable,Bank Transfer,Yes
C46586,Male,47,1,Yearly,138,134,DSL,Bank Transfer,No
C46587,Male,44,36,Yearly,97,3485,Cable,Bank Transfer,No
C46588,Female,20,9,Quarterly,68,619,Cable,Bank Transfer,No
C46589,Male,75,26,Monthly,73,1898,Cable,Cash,No
C46590,Female,72,32,Yearly,137,4374,Cable,Debit Card,No
C46591,Male,43,44,Yearly,122,5349,Fiber,Cash,No
C46592,Male,47,7,Quarterly,91,642,Wireless,Cash,No
C46593,Male,35,61,Quarterly,34,2088,Fiber,UPI,No
C46594,Male,38,69,Yearly,95,6536,Fiber,Cash,No
C46595,Male,58,49,Monthly,58,2842,Fiber,Bank Transfer,No
C46596,Male,26,24,Yearly,48,1152,Cable,Debit Card,No
C46597,Female,53,14,Quarterly,127,1758,Wireless,Cash,No
C46598,Male,69,63,Monthly,122,7667,Cable,UPI,No
C46599,Male,50,48,Monthly,34,1640,Fiber,Debit Card,No
C46600,Female,44,40,Quarterly,142,5661,DSL,Cash,No
C46601,Male,53,28,Monthly,142,3990,DSL,UPI,Yes
C46602,Female,47,35,Yearly,88,3091,Cable,Cash,No
C46603,Male,45,53,Monthly,62,3281,DSL,UPI,No
C46604,Male,30,8,Quarterly,143,1126,Wireless,Credit Card,No
C46605,Male,24,25,Monthly,94,2350,DSL,Bank Transfer,No
C46606,Female,70,35,Monthly,115,4010,Cable,Credit Card,No
C46607,Male,44,72,Monthly,99,7121,Fiber,UPI,No
C46608,Female,52,66,Yearly,64,4219,Wireless,Cash,Yes
C46609,Female,69,55,Quarterly,139,7651,Wireless,Cash,No
C46610,Female,59,37,Quarterly,111,4105,DSL,Debit Card,No
C46611,Female,62,63,Monthly,110,6922,Cable,Bank Transfer,No
C46612,Female,25,34,Monthly,87,2959,DSL,Credit Card,No
C46613,Female,63,46,Quarterly,95,4355,Fiber,Debit Card,No
C46614,Female,48,9,Yearly,138,1224,DSL,Cash,Yes
C46615,Male,69,31,Monthly,106,3273,Cable,Debit Card,No
C46616,Male,66,54,Quarterly,101,5455,Fiber,Debit Card,No
C46617,Male,75,11,Monthly,130,1430,Fiber,Credit Card,Yes
C46618,Female,50,71,Monthly,104,7404,Fiber,Cash,No
C46619,Male,68,44,Monthly,124,5469,Fiber,UPI,No
C46620,Male,47,52,Monthly,126,6559,Cable,UPI,Yes
C46621,Male,70,18,Monthly,81,1475,Wireless,Credit Card,Yes
C46622,Female,64,9,Monthly,74,674,Wireless,Cash,No
C46623,Male,29,35,Monthly,71,2471,Fiber,Bank Transfer,Yes
C46624,Female,24,5,Quarterly,98,492,Cable,UPI,No
C46625,Female,44,32,Monthly,100,3184,DSL,Bank Transfer,Yes
C46626,Male,43,3,Quarterly,70,228,Wireless,Debit Card,No
C46627,Female,53,45,Monthly,61,2725,Fiber,Bank Transfer,No
C46628,Female,33,58,Monthly,120,6943,Fiber,Debit Card,Yes
C46629,Female,33,42,Quarterly,90,3785,DSL,Credit Card,No
C46630,Female,26,70,Quarterly,96,6704,Fiber,Credit Card,No
C46631,Female,34,56,Monthly,54,3023,DSL,Debit Card,No
C46632,Female,58,10,Monthly,40,386,Fiber,Credit Card,No
C46633,Female,58,48,Quarterly,128,6133,Wireless,Bank Transfer,Yes
C46634,Female,71,55,Monthly,76,4200,Wireless,Credit Card,No
C46635,Male,62,47,Yearly,57,2670,Fiber,Bank Transfer,No
C46636,Male,69,63,Monthly,121,7624,DSL,Cash,Yes
C46637,Female,21,56,Yearly,37,2062,DSL,Debit Card,No
C46638,Female,24,58,Monthly,117,6792,Cable,UPI,Yes
C46639,Female,71,36,Yearly,39,1388,Fiber,Debit Card,No
C46640,Female,45,30,Quarterly,94,2806,DSL,Bank Transfer,No
C46641,Male,75,11,Quarterly,113,1227,DSL,UPI,No
C46642,Female,56,26,Monthly,39,1002,Cable,Bank Transfer,No
C46643,Male,57,70,Monthly,83,5790,Fiber,UPI,No
C46644,Female,64,50,Yearly,52,2619,Fiber,Bank Transfer,No
C46645,Male,73,14,Monthly,66,940,Fiber,Credit Card,No
C46646,Female,25,47,Monthly,49,2311,Cable,Bank Transfer,No
C46647,Female,58,66,Yearly,95,6258,DSL,Credit Card,No
C46648,Male,24,54,Yearly,104,5617,Cable,UPI,No
C46649,Male,27,11,Monthly,91,997,DSL,Credit Card,Yes
C46650,Female,53,30,Monthly,141,4246,Wireless,Debit Card,No
C46651,Male,52,17,Yearly,93,1576,Fiber,Debit Card,No
C46652,Male,40,39,Monthly,36,1414,Cable,Bank Transfer,No
C46653,Male,34,43,Monthly,140,6028,Wireless,Bank Transfer,No
C46654,Male,43,32,Monthly,119,3793,Wireless,UPI,No
C46655,Male,36,68,Yearly,111,7553,DSL,Credit Card,No
C46656,Male,34,36,Monthly,64,2290,DSL,UPI,No
C46657,Male,25,26,Quarterly,57,1463,Wireless,Cash,No
C46658,Male,50,45,Yearly,136,6106,Fiber,Debit Card,No
C46659,Male,75,29,Yearly,101,2934,Wireless,Credit Card,Yes
C46660,Female,66,31,Yearly,122,3790,Wireless,Cash,No
C46661,Female,34,24,Yearly,55,1310,DSL,Debit Card,No
C46662,Male,23,69,Quarterly,83,5741,DSL,Credit Card,No
C46663,Female,47,54,Yearly,133,7173,DSL,Credit Card,No
C46664,Female,33,5,Monthly,116,566,Wireless,Bank Transfer,Yes
C46665,Female,70,3,Monthly,131,408,Wireless,Cash,No
C46666,Male,56,5,Monthly,54,266,Fiber,Cash,Yes
C46667,Male,32,44,Quarterly,119,5222,Fiber,UPI,No
C46668,Female,26,64,Monthly,80,5128,Wireless,Cash,No
C46669,Female,66,59,Monthly,31,1838,DSL,Bank Transfer,No
C46670,Male,27,11,Quarterly,122,1361,Wireless,UPI,No
C46671,Female,66,41,Yearly,142,5813,Fiber,Credit Card,No
C46672,Female,40,30,Monthly,144,4336,Cable,Cash,No
C46673,Male,48,6,Quarterly,110,657,Wireless,Bank Transfer,Yes
C46674,Female,20,54,Quarterly,89,4817,Wireless,Debit Card,No
C46675,Male,44,44,Quarterly,32,1413,Cable,Debit Card,No
C46676,Male,28,20,Monthly,97,1946,Fiber,Bank Transfer,No
C46677,Male,38,68,Monthly,71,4832,Fiber,Cash,No
C46678,Female,46,13,Yearly,136,1755,Wireless,Bank Transfer,No
C46679,Female,58,59,Quarterly,81,4771,Fiber,Cash,No
C46680,Female,67,69,Monthly,140,9669,DSL,Bank Transfer,No
C46681,Male,36,68,Monthly,99,6720,Wireless,Debit Card,No
C46682,Male,26,66,Yearly,77,5077,Cable,Credit Card,No
C46683,Male,66,11,Yearly,109,1219,Cable,Bank Transfer,Yes
C46684,Male,59,8,Yearly,52,401,DSL,Bank Transfer,No
C46685,Male,75,50,Yearly,48,2380,DSL,Debit Card,No
C46686,Male,59,51,Monthly,124,6335,DSL,Debit Card,No
C46687,Female,75,19,Monthly,92,1742,Wireless,Credit Card,No
C46688,Male,20,24,Quarterly,123,2967,DSL,Debit Card,No
C46689,Female,34,65,Yearly,32,2074,Fiber,UPI,No
C46690,Male,31,30,Quarterly,37,1092,Fiber,Cash,No
C46691,Female,33,49,Quarterly,129,6319,DSL,UPI,Yes
C46692,Male,57,29,Yearly,145,4198,Cable,UPI,No
C46693,Male,21,20,Quarterly,80,1601,Cable,Debit Card,Yes
C46694,Female,45,42,Monthly,39,1649,DSL,Cash,Yes
C46695,Male,39,31,Monthly,125,3889,Cable,Credit Card,No
C46696,Male,26,3,Quarterly,145,455,Fiber,UPI,No
C46697,Female,39,49,Yearly,67,3300,Cable,Bank Transfer,No
C46698,Female,26,12,Monthly,42,506,Fiber,UPI,Yes
C46699,Male,40,39,Monthly,124,4831,Fiber,Cash,No
C46700,Male,56,13,Monthly,81,1073,Fiber,Bank Transfer,No
C46701,Male,75,59,Yearly,100,5918,DSL,UPI,No
C46702,Male,63,5,Monthly,56,276,Fiber,Cash,No
C46703,Female,44,4,Monthly,85,347,Wireless,Debit Card,No
C46704,Female,69,11,Monthly,145,1591,Fiber,UPI,No
C46705,Male,44,59,Quarterly,95,5609,Cable,UPI,No
C46706,Female,36,30,Monthly,148,4456,Cable,Credit Card,Yes
C46707,Male,35,1,Monthly,94,78,DSL,Cash,No
C46708,Male,62,65,Yearly,138,8966,DSL,Bank Transfer,No
C46709,Male,41,22,Quarterly,76,1691,Cable,Cash,No
C46710,Male,73,58,Yearly,65,3758,Cable,Credit Card,No
C46711,Male,72,23,Monthly,52,1215,Fiber,Debit Card,No
C46712,Female,65,19,Yearly,90,1705,Cable,UPI,No
C46713,Male,72,20,Quarterly,146,2927,DSL,Debit Card,Yes
C46714,Male,52,12,Monthly,58,680,Wireless,Credit Card,Yes
C46715,Female,30,26,Quarterly,50,1289,Cable,Bank Transfer,No
C46716,Female,72,22,Yearly,97,2120,Wireless,Bank Transfer,No
C46717,Female,72,61,Monthly,108,6605,DSL,Credit Card,No
C46718,Male,52,25,Monthly,147,3669,Fiber,Bank Transfer,Yes
C46719,Female,60,22,Monthly,148,3246,Fiber,Credit Card,Yes
C46720,Female,21,72,Quarterly,142,10205,Fiber,UPI,No
C46721,Male,24,27,Monthly,60,1625,Fiber,Debit Card,No
C46722,Female,18,63,Monthly,88,5551,Wireless,Bank Transfer,No
C46723,Female,54,69,Quarterly,53,3672,Fiber,Credit Card,No
C46724,Female,33,17,Yearly,147,2493,Cable,UPI,No
C46725,Male,58,46,Monthly,75,3443,DSL,UPI,Yes
C46726,Female,48,34,Monthly,68,2302,Fiber,Bank Transfer,No
C46727,Male,73,33,Monthly,140,4627,DSL,Debit Card,No
C46728,Male,35,65,Monthly,121,7872,Fiber,UPI,No
C46729,Male,59,30,Quarterly,108,3231,DSL,Cash,No
C46730,Female,62,41,Quarterly,32,1302,DSL,Debit Card,No
C46731,Female,62,53,Monthly,92,4885,Wireless,Credit Card,No
C46732,Female,63,22,Yearly,125,2733,Wireless,Credit Card,No
C46733,Male,40,27,Yearly,118,3191,Fiber,Cash,Yes
C46734,Female,71,61,Monthly,133,8111,DSL,Cash,Yes
C46735,Male,40,61,Monthly,103,6289,Cable,Credit Card,No
C46736,Male,48,64,Quarterly,74,4723,DSL,Cash,No
C46737,Female,58,15,Yearly,79,1185,Fiber,Cash,No
C46738,Female,38,13,Quarterly,53,703,DSL,UPI,No
C46739,Female,44,42,Monthly,129,5401,Wireless,Bank Transfer,No
C46740,Female,27,60,Monthly,46,2775,Wireless,UPI,No
C46741,Male,71,39,Yearly,31,1221,DSL,Debit Card,No
C46742,Male,50,40,Quarterly,98,3939,Wireless,Bank Transfer,No
C46743,Male,72,16,Yearly,125,2019,Wireless,Cash,No
C46744,Female,29,52,Yearly,69,3572,DSL,Credit Card,No
C46745,Male,22,19,Monthly,106,1995,Wireless,Debit Card,Yes
C46746,Male,18,20,Monthly,55,1119,Cable,UPI,No
C46747,Female,74,70,Yearly,93,6496,Fiber,Bank Transfer,No
C46748,Male,68,14,Yearly,69,977,Wireless,UPI,No
C46749,Male,55,3,Monthly,30,79,Cable,Debit Card,No
C46750,Male,49,62,Monthly,113,7001,DSL,UPI,No
C46751,Female,18,62,Yearly,33,2028,Wireless,Debit Card,No
C46752,Female,57,47,Monthly,34,1613,DSL,Credit Card,No
C46753,Male,38,69,Monthly,80,5536,DSL,UPI,No
C46754,Female,43,63,Monthly,126,7951,Cable,Debit Card,No
C46755,Female,66,24,Monthly,52,1266,Wireless,Debit Card,No
C46756,Female,58,7,Monthly,142,977,Cable,UPI,Yes
C46757,Male,20,47,Yearly,81,3826,DSL,Debit Card,No
C46758,Male,47,57,Monthly,111,6308,Wireless,UPI,Yes
C46759,Male,57,63,Quarterly,38,2401,Wireless,Credit Card,No
C46760,Female,73,71,Quarterly,90,6391,Cable,Debit Card,No
C46761,Male,48,33,Monthly,61,2008,Wireless,Credit Card,No
C46762,Male,34,46,Quarterly,67,3070,Cable,Credit Card,No
C46763,Female,56,12,Monthly,38,470,Fiber,Credit Card,No
C46764,Male,65,67,Monthly,85,5689,Fiber,Cash,No
C46765,Male,24,68,Monthly,34,2306,DSL,Credit Card,No
C46766,Male,66,14,Monthly,85,1188,Wireless,Cash,Yes
C46767,Male,30,52,Quarterly,39,2015,Cable,Cash,No
C46768,Male,58,30,Monthly,148,4444,Cable,Credit Card,No
C46769,Male,19,13,Monthly,118,1540,Wireless,Debit Card,No
C46770,Male,38,8,Monthly,100,785,Fiber,Bank Transfer,No
C46771,Female,47,41,Yearly,111,4534,Cable,Bank Transfer,No
C46772,Male,55,18,Monthly,137,2485,Wireless,Debit Card,No
C46773,Male,43,15,Yearly,52,792,DSL,Debit Card,No
C46774,Male,75,54,Monthly,99,5366,Fiber,Debit Card,Yes
C46775,Male,63,43,Yearly,112,4813,Wireless,Credit Card,No
C46776,Female,70,27,Monthly,46,1234,Cable,Credit Card,No
C46777,Female,30,38,Quarterly,51,1922,Fiber,UPI,No
C46778,Female,44,1,Monthly,33,17,Fiber,Cash,No
C46779,Female,21,36,Monthly,134,4806,Cable,Bank Transfer,No
C46780,Female,63,19,Yearly,50,967,Fiber,Bank Transfer,Yes
C46781,Female,64,6,Quarterly,50,306,Fiber,Bank Transfer,No
C46782,Female,46,49,Monthly,128,6254,DSL,Debit Card,No
C46783,Male,61,32,Quarterly,56,1809,Wireless,Credit Card,No
C46784,Female,61,16,Yearly,144,2314,Fiber,Cash,No
C46785,Female,57,47,Monthly,123,5769,DSL,Credit Card,No
C46786,Male,57,3,Monthly,137,407,Cable,Credit Card,Yes
C46787,Male,73,72,Monthly,30,2167,Fiber,Bank Transfer,No
C46788,Female,33,25,Quarterly,150,3739,Cable,Bank Transfer,No
C46789,Male,72,3,Yearly,33,108,DSL,Cash,No
C46790,Female,75,36,Yearly,128,4606,DSL,Credit Card,No
C46791,Female,65,65,Monthly,128,8327,Wireless,Credit Card,No
C46792,Female,44,72,Yearly,84,6052,Cable,Credit Card,No
C46793,Female,29,26,Monthly,94,2433,Fiber,Credit Card,No
C46794,Female,44,25,Quarterly,128,3199,DSL,Bank Transfer,No
C46795,Male,69,17,Monthly,68,1153,Fiber,Debit Card,No
C46796,Female,52,11,Monthly,50,549,DSL,Credit Card,Yes
C46797,Female,29,28,Yearly,33,927,DSL,Cash,No
C46798,Male,70,17,Quarterly,50,831,DSL,Cash,No
C46799,Female,50,53,Quarterly,137,7252,DSL,Credit Card,No
C46800,Male,68,35,Monthly,41,1446,DSL,Cash,No
C46801,Male,39,62,Yearly,46,2855,Fiber,Debit Card,No
C46802,Female,37,54,Monthly,102,5508,Fiber,Bank Transfer,Yes
C46803,Male,34,41,Yearly,43,1774,Cable,Debit Card,No
C46804,Male,58,50,Monthly,97,4858,DSL,Cash,No
C46805,Female,31,54,Yearly,73,3962,Fiber,Cash,No
C46806,Female,59,17,Yearly,52,883,Fiber,Credit Card,No
C46807,Male,68,41,Quarterly,97,3962,Wireless,Debit Card,No
C46808,Male,64,51,Monthly,119,6085,Fiber,UPI,Yes
C46809,Female,48,58,Yearly,129,7479,Fiber,Debit Card,Yes
C46810,Male,64,43,Monthly,83,3550,Wireless,Credit Card,No
C46811,Male,53,35,Quarterly,44,1552,DSL,Cash,No
C46812,Male,29,47,Monthly,82,3872,Wireless,Cash,Yes
C46813,Female,27,20,Monthly,108,2171,Cable,Cash,Yes
C46814,Female,72,45,Monthly,75,3365,Fiber,UPI,Yes
C46815,Male,40,33,Quarterly,83,2734,Cable,Debit Card,No
C46816,Female,32,1,Quarterly,31,30,DSL,Debit Card,No
C46817,Male,28,64,Monthly,48,3065,DSL,Bank Transfer,No
C46818,Male,21,6,Monthly,72,448,Fiber,Credit Card,No
C46819,Male,24,47,Yearly,78,3655,Wireless,Credit Card,No
C46820,Male,75,57,Monthly,78,4451,Wireless,Bank Transfer,No
C46821,Female,71,10,Quarterly,90,905,Cable,UPI,No
C46822,Female,64,53,Monthly,73,3876,DSL,Bank Transfer,No
C46823,Male,27,16,Monthly,129,2070,Wireless,Cash,No
C46824,Female,40,6,Monthly,54,332,Wireless,UPI,Yes
C46825,Male,52,54,Quarterly,141,7601,Cable,Bank Transfer,No
C46826,Female,37,56,Quarterly,58,3236,Wireless,UPI,No
C46827,Male,31,4,Monthly,142,578,Fiber,Credit Card,No
C46828,Male,39,57,Monthly,113,6433,Fiber,Credit Card,Yes
C46829,Female,66,29,Yearly,65,1865,Wireless,UPI,No
C46830,Female,47,66,Yearly,37,2422,Fiber,UPI,No
C46831,Female,22,60,Monthly,138,8268,Wireless,Cash,Yes
C46832,Female,64,9,Monthly,57,528,Fiber,Credit Card,No
C46833,Male,25,64,Monthly,127,8142,Wireless,Credit Card,Yes
C46834,Female,27,1,Quarterly,118,109,Wireless,Debit Card,No
C46835,Male,61,45,Yearly,37,1654,Cable,Credit Card,No
C46836,Male,45,1,Monthly,51,70,Fiber,Credit Card,No
C46837,Female,64,24,Yearly,147,3548,Fiber,Bank Transfer,No
C46838,Female,62,59,Yearly,68,4010,DSL,Bank Transfer,No
C46839,Male,33,4,Yearly,102,393,Fiber,Credit Card,No
C46840,Female,28,44,Quarterly,132,5824,Fiber,Credit Card,No
C46841,Female,21,11,Quarterly,77,838,DSL,Bank Transfer,No
C46842,Male,34,29,Quarterly,67,1937,DSL,Bank Transfer,No
C46843,Male,47,53,Quarterly,134,7109,Fiber,Credit Card,No
C46844,Male,19,15,Yearly,74,1123,DSL,Credit Card,No
C46845,Female,68,49,Monthly,42,2038,Wireless,Debit Card,No
C46846,Female,26,33,Yearly,127,4195,Cable,Credit Card,Yes
C46847,Male,60,22,Monthly,125,2769,Wireless,Debit Card,No
C46848,Female,18,68,Monthly,89,6065,Wireless,Debit Card,No
C46849,Male,19,5,Monthly,117,569,Fiber,Bank Transfer,No
C46850,Female,71,14,Monthly,73,1008,Wireless,Debit Card,Yes
C46851,Male,25,3,Monthly,36,113,Cable,Credit Card,No
C46852,Male,24,48,Monthly,102,4904,Cable,Cash,No
C46853,Male,38,10,Monthly,88,889,DSL,UPI,No
C46854,Male,48,18,Monthly,76,1376,DSL,Cash,No
C46855,Female,32,34,Monthly,72,2449,DSL,Credit Card,No
C46856,Female,30,11,Monthly,143,1577,Fiber,Bank Transfer,No
C46857,Female,43,7,Monthly,85,606,Cable,UPI,No
C46858,Male,25,61,Monthly,143,8721,Fiber,Debit Card,No
C46859,Male,21,52,Monthly,114,5916,Wireless,Debit Card,No
C46860,Female,58,37,Monthly,135,5003,Fiber,Debit Card,No
C46861,Female,75,69,Monthly,139,9585,Fiber,Credit Card,Yes
C46862,Male,65,26,Monthly,53,1390,DSL,Debit Card,No
C46863,Female,51,66,Quarterly,94,6184,Cable,Credit Card,No
C46864,Female,37,22,Monthly,97,2139,Fiber,Credit Card,No
C46865,Male,43,14,Monthly,61,865,Fiber,UPI,Yes
C46866,Male,55,70,Monthly,75,5231,Cable,Cash,No
C46867,Male,70,13,Quarterly,65,829,Fiber,Bank Transfer,No
C46868,Female,26,38,Yearly,124,4715,Wireless,Debit Card,Yes
C46869,Male,65,29,Yearly,31,885,Fiber,UPI,No
C46870,Female,68,36,Quarterly,67,2413,Fiber,Bank Transfer,No
C46871,Female,21,1,Monthly,59,73,Cable,Bank Transfer,No
C46872,Male,45,66,Quarterly,70,4626,DSL,Credit Card,No
C46873,Male,43,19,Yearly,48,895,Wireless,Cash,No
C46874,Female,73,60,Monthly,130,7799,Wireless,Credit Card,No
C46875,Male,56,14,Yearly,63,890,Wireless,UPI,No
C46876,Male,46,21,Monthly,70,1466,Cable,Credit Card,No
C46877,Male,19,14,Yearly,94,1317,DSL,UPI,No
C46878,Male,19,70,Monthly,47,3295,Wireless,Credit Card,No
C46879,Male,29,53,Monthly,40,2110,Cable,Cash,Yes
C46880,Female,69,40,Yearly,34,1364,Fiber,Credit Card,No
C46881,Female,42,67,Monthly,36,2423,DSL,Credit Card,No
C46882,Male,38,58,Yearly,114,6594,Wireless,Bank Transfer,No
C46883,Male,70,14,Monthly,69,964,Cable,UPI,No
C46884,Female,65,15,Yearly,140,2093,Fiber,Cash,No
C46885,Male,64,9,Monthly,81,721,Cable,Debit Card,Yes
C46886,Male,42,11,Yearly,108,1180,Fiber,Debit Card,Yes
C46887,Female,74,34,Yearly,48,1644,Fiber,UPI,No
C46888,Female,33,21,Monthly,136,2837,DSL,Bank Transfer,No
C46889,Female,42,52,Yearly,56,2897,Wireless,Cash,No
C46890,Female,50,7,Yearly,51,340,Cable,Debit Card,No
C46891,Female,61,4,Monthly,140,545,Fiber,Debit Card,No
C46892,Female,23,14,Monthly,108,1501,Fiber,UPI,No
